gene,cytoband,CNA,num,freq
FAM27E3,9q21.11,HOMDEL,816,1.0%
EGFL7,9q34.3,HOMDEL,816,0.5%
C11ORF87,11q22.3,HOMDEL,816,1.5%
HEATR4,14q24.3,HOMDEL,816,0.4%
ARIH2OS,3p21.31,HOMDEL,816,0.5%
C3ORF18,3p21.31,HOMDEL,816,0.6%
OR2T6,1q44,AMP,816,14.1%
GPR183,13q32.3,AMP,816,2.6%
FIBP,11q13.1,HOMDEL,816,0.2%
DUX4,4q35.2,HOMDEL,816,2.1%
CALM3,19q13.32,HOMDEL,816,0.1%
PXN,12q24.23,HOMDEL,816,0.2%
OLFML3,1p13.2,HOMDEL,816,0.2%
KCNK10,14q31.3,HOMDEL,816,0.1%
PCID2,13q34,AMP,816,2.7%
PHPT1,9q34.3,HOMDEL,816,0.4%
HGSNAT,8p11.21-p11.1,HOMDEL,816,1.3%
SNORD36A,9q34.2,HOMDEL,816,0.2%
SYT6,1p13.2,HOMDEL,816,0.4%
HROB,17q21.31,HOMDEL,816,0.5%
IFITM3,11p15.5,HOMDEL,816,0.9%
STX2,12q24.33,HOMDEL,816,0.4%
LINC02897,1q44,AMP,816,14.3%
SNORD31,11q12.3,AMP,816,2.3%
STAT5A,17q21.2,HOMDEL,816,0.5%
SLC1A5,19q13.32,HOMDEL,816,0.1%
SLC6A12,12p13.33,AMP,816,4.2%
DLAT,11q23.1,HOMDEL,816,1.6%
FAM95B1,9p11.2,HOMDEL,816,1.0%
CYB5R4,6q14.2,HOMDEL,816,0.4%
DCT,13q32.1,AMP,816,2.1%
AURKC,19q13.43,AMP,816,2.3%
TMEM238,19q13.42,AMP,816,2.7%
MAP2K4,17p12,HOMDEL,816,3.1%
MCF2L,13q34,AMP,816,2.6%
SLC6A3,5p15.33,AMP,816,2.6%
SNORA49,12q24.33,HOMDEL,816,0.7%
AADACL3,1p36.21,HOMDEL,816,0.5%
CELSR3,3p21.31,HOMDEL,816,0.5%
LCN12,9q34.3,HOMDEL,816,0.4%
PRAMEF2,1p36.21,HOMDEL,816,0.6%
NACC2,9q34.3,HOMDEL,816,0.5%
GNAT2,1p13.3,HOMDEL,816,0.2%
ECM1,1q21.2,AMP,816,14.8%
NUDT22,11q13.1,HOMDEL,816,0.1%
LCN8,9q34.3,HOMDEL,816,0.4%
SLIRP,14q24.3,HOMDEL,816,0.1%
REXO2,11q23.2,HOMDEL,816,1.5%
ZNF470,19q13.43,AMP,816,2.2%
ZNF749,19q13.43,AMP,816,2.0%
CTBP1,4p16.3,HOMDEL,816,0.7%
TCP10L2,6q27,HOMDEL,816,1.3%
TM7SF2,11q13.1,HOMDEL,816,0.2%
COX19,7p22.3,HOMDEL,816,0.5%
BCL10,1p22.3,HOMDEL,816,0.1%
NPC2,14q24.3,HOMDEL,816,0.2%
RBM5,3p21.31,HOMDEL,816,0.6%
TLR3,4q35.1,HOMDEL,816,1.7%
HNRNPU,1q44,AMP,816,14.0%
FAU,11q13.1,HOMDEL,816,0.2%
ZFYVE1,14q24.2,HOMDEL,816,0.4%
ZBED4,22q13.33,HOMDEL,816,0.9%
FAM74A6,9q12,HOMDEL,816,1.0%
IFITM5,11p15.5,HOMDEL,816,0.9%
LINC02913,9q34.11,HOMDEL,816,0.2%
VASH1,14q24.3,HOMDEL,816,0.1%
SLC6A13,12p13.33,AMP,816,4.2%
PAXX,9q34.3,HOMDEL,816,0.4%
ATP6V1D,14q23.3,HOMDEL,816,0.2%
EMC1,1p36.13,HOMDEL,816,0.5%
ABCD4,14q24.3,HOMDEL,816,0.2%
PRAMEF1,1p36.21,HOMDEL,816,0.6%
HCAR2,12q24.31,HOMDEL,816,0.1%
CCDC92,12q24.31,HOMDEL,816,0.4%
PXMP2,12q24.33,HOMDEL,816,0.5%
HIGD1B,17q21.31,HOMDEL,816,0.6%
CACNA1B,9q34.3,HOMDEL,816,0.7%
PYY,17q21.31,HOMDEL,816,0.5%
CACNA2D2,3p21.31,HOMDEL,816,0.9%
FAM215B,17q21.31,HOMDEL,816,0.5%
NBPF6,1p13.3,HOMDEL,816,0.2%
RBM6,3p21.31,HOMDEL,816,0.6%
MEIOC,17q21.31,HOMDEL,816,0.6%
GPR18,13q32.3,AMP,816,2.6%
CARS2,13q34,AMP,816,2.5%
PCGF3,4p16.3,HOMDEL,816,0.9%
DRAM2,1p13.3,HOMDEL,816,0.4%
MLH3,14q24.3,HOMDEL,816,0.2%
CTU2,16q24.3,HOMDEL,816,2.0%
RAB35,12q24.23,HOMDEL,816,0.2%
TAFA3,1p13.2,HOMDEL,816,0.4%
MAPT,17q21.31,HOMDEL,816,0.5%
RETREG3,17q21.2,HOMDEL,816,0.5%
TMEM250,9q34.3,HOMDEL,816,0.5%
STAT3,17q21.2,HOMDEL,816,0.5%
LRRC43,12q24.31,HOMDEL,816,0.2%
ACTL6A,3q26.33,AMP,816,4.9%
CFAP68,11q23.1,HOMDEL,816,1.6%
PTPN22,1p13.2,HOMDEL,816,0.2%
SLC52A3,20p13,HOMDEL,816,0.6%
CLDN24,4q35.1,HOMDEL,816,1.7%
SLC10A2,13q33.1,AMP,816,2.1%
DDI2,1p36.21,HOMDEL,816,0.7%
KCNK7,11q13.1,HOMDEL,816,0.2%
RNF186,1p36.13,HOMDEL,816,0.5%
UGGT2,13q32.1,AMP,816,2.1%
SETX,9q34.13,HOMDEL,816,0.2%
PIH1D2,11q23.1,HOMDEL,816,1.6%
PRKAR2A,3p21.31,HOMDEL,816,0.5%
SYVN1,11q13.1,HOMDEL,816,0.2%
ATP6V0A1,17q21.2,HOMDEL,816,0.5%
ANO9,11p15.5,HOMDEL,816,0.9%
RPRD2,1q21.2,AMP,816,14.8%
TMEM132C,12q24.32,HOMDEL,816,0.5%
SLC9A3,5p15.33,AMP,816,2.7%
IBTK,6q14.1,HOMDEL,816,0.2%
CHST12,7p22.3,HOMDEL,816,0.5%
PRIMPOL,4q35.1,HOMDEL,816,1.7%
ZFAND2A,7p22.3,HOMDEL,816,0.5%
LINC00578,3q26.32,AMP,816,5.4%
TCF3,19p13.3,HOMDEL,816,1.1%
TUBG2,17q21.2,HOMDEL,816,0.5%
ZMAT3,3q26.32,AMP,816,4.8%
PDLIM3,4q35.1,HOMDEL,816,1.7%
FAT1,4q35.2,HOMDEL,816,2.1%
MMS22L,6q16.1,HOMDEL,816,0.2%
DUSP16,12p13.2,HOMDEL,816,0.6%
SLC15A1,13q32.2-q32.3,AMP,816,2.9%
GAS8-AS1,16q24.3,HOMDEL,816,2.2%
KCNK4,11q13.1,HOMDEL,816,0.1%
RND2,17q21.31,HOMDEL,816,0.4%
PRAMEF16,1p36.21,HOMDEL,816,0.6%
ZNF217,20q13.2,AMP,816,9.3%
ATP11A,13q34,AMP,816,2.6%
TMEM106A,17q21.31,HOMDEL,816,0.5%
DUSP22,6p25.3,HOMDEL,816,1.5%
RSBN1,1p13.2,HOMDEL,816,0.2%
CELSR2,1p13.3,HOMDEL,816,0.2%
CYP4F29P,21q11.2,HOMDEL,816,2.2%
ADORA3,1p13.2,HOMDEL,816,0.2%
EFCAB2,1q44,AMP,816,14.2%
POMK,8p11.21,HOMDEL,816,1.3%
GPC6,13q31.3-q32.1,AMP,816,2.3%
PRKAR1B,7p22.3,HOMDEL,816,0.6%
ZNF805,19q13.43,AMP,816,2.3%
ZMYND19,9q34.3,HOMDEL,816,0.6%
ZPR1,11q23.3,HOMDEL,816,1.2%
CCDC62,12q24.31,HOMDEL,816,0.1%
PKP3,11p15.5,HOMDEL,816,0.9%
RIC8A,11p15.5,HOMDEL,816,0.9%
CENPU,4q35.1,HOMDEL,816,1.7%
CLDN10,13q32.1,AMP,816,2.2%
ERG28,14q24.3,HOMDEL,816,0.1%
USP13,3q26.33,AMP,816,4.9%
TCF25,16q24.3,HOMDEL,816,2.2%
ZNF211,19q13.43,AMP,816,2.3%
ACOT4,14q24.3,HOMDEL,816,0.4%
ZNF274,19q13.43,AMP,816,2.1%
COL11A1,1p21.1,HOMDEL,816,0.2%
MCL1,1q21.2,AMP,816,15.2%
POP4,19q12,AMP,816,3.9%
BTG4,11q23.1,HOMDEL,816,1.6%
FOXQ1,6p25.3,HOMDEL,816,1.3%
ZNF84,12q24.33,HOMDEL,816,0.5%
SPATA32,17q21.31,HOMDEL,816,0.7%
ORC3,6q15,HOMDEL,816,0.2%
ADCK1,14q24.3,HOMDEL,816,0.2%
OBP2B,9q34.2,HOMDEL,816,0.2%
BCO2,11q23.1,HOMDEL,816,1.5%
SIK2,11q23.1,HOMDEL,816,1.6%
CAMK2N1,1p36.12,HOMDEL,816,0.5%
SNRNP35,12q24.31,HOMDEL,816,0.2%
TBL1XR1,3q26.32,AMP,816,5.0%
EHMT1,9q34.3,HOMDEL,816,0.7%
VAV3,1p13.3,HOMDEL,816,0.4%
SSC5D,19q13.42,AMP,816,2.8%
GTF3C4,9q34.13,HOMDEL,816,0.1%
RASSF1,3p21.31,HOMDEL,816,0.7%
C12ORF43,12q24.31,HOMDEL,816,0.1%
IL18,11q23.1,HOMDEL,816,1.6%
LINC00460,13q33.2,AMP,816,2.2%
LCN15,9q34.3,HOMDEL,816,0.4%
AP5B1,11q13.1,HOMDEL,816,0.2%
PAEP,9q34.3,HOMDEL,816,0.5%
ZCCHC8,12q24.31,HOMDEL,816,0.1%
ZNF721,4p16.3,HOMDEL,816,0.9%
URI1,19q12,AMP,816,4.0%
DNAI3,1p22.3,HOMDEL,816,0.4%
KMT5A,12q24.31,HOMDEL,816,0.2%
NBPF5P,1p13.3,HOMDEL,816,0.2%
FMNL1,17q21.31,HOMDEL,816,0.7%
GNG8,19q13.32,HOMDEL,816,0.1%
WNT2B,1p13.2,HOMDEL,816,0.4%
MAP4K2,11q13.1,HOMDEL,816,0.2%
AHSA1,14q24.3,HOMDEL,816,0.1%
VRTN,14q24.3,HOMDEL,816,0.2%
OR1I1,19p13.1,AMP,816,2.7%
RNA5SP366,12q23.1,HOMDEL,816,0.5%
TUBB8P7,16q24.3,HOMDEL,816,2.2%
LINC00671,17q21.31,HOMDEL,816,0.4%
MORN3,12q24.31,HOMDEL,816,0.1%
GAS6,13q34,AMP,816,2.7%
GNA12,7p22.3-p22.2,HOMDEL,816,0.5%
HCAR1,12q24.31,HOMDEL,816,0.1%
AGMAT,1p36.21,HOMDEL,816,0.7%
PPP5C,19q13.32,HOMDEL,816,0.1%
C9ORF50,9q34.11,HOMDEL,816,0.4%
PRAMEF14,1p36.21,HOMDEL,816,0.6%
NSMCE3,15q13.1,HOMDEL,816,2.3%
MAGI3,1p13.2,HOMDEL,816,0.2%
KCNC4,1p13.3,HOMDEL,816,0.4%
CCDC9,19q13.32,HOMDEL,816,0.1%
VSX2,14q24.3,HOMDEL,816,0.2%
COL7A1,3p21.31,HOMDEL,816,0.5%
GTSE1,22q13.31,HOMDEL,816,0.6%
LINC00359,13q32.1,AMP,816,2.5%
GPR61,1p13.3,HOMDEL,816,0.2%
SUN1,7p22.3,HOMDEL,816,0.5%
SASS6,1p21.2,HOMDEL,816,0.1%
ECI2,6p25.2,HOMDEL,816,1.0%
RAP1A,1p13.2,HOMDEL,816,0.2%
HELT,4q35.1,HOMDEL,816,1.7%
SLC34A3,9q34.3,HOMDEL,816,0.4%
HTR3B,11q23.2,HOMDEL,816,1.5%
NOL7,6p23,AMP,816,2.8%
WWC2,4q35.1,HOMDEL,816,2.1%
OR2G6,1q44,AMP,816,14.1%
RNA5SP37,13q32.1,AMP,816,2.5%
RNA5SP36,13q32.1,AMP,816,2.1%
RNA5SP35,13q31.3,AMP,816,2.1%
ANXA11,10q22.3,AMP,816,2.7%
UBR4,1p36.13,HOMDEL,816,0.5%
ZNF460,19q13.43,AMP,816,2.3%
ZIC2,13q32.3,AMP,816,2.9%
UCN2,3p21.31,HOMDEL,816,0.5%
METTL21C,13q33.1,AMP,816,2.2%
DCAF4,14q24.2,HOMDEL,816,0.2%
DNAAF5,7p22.3,HOMDEL,816,0.5%
CDK2AP1,12q24.31,HOMDEL,816,0.1%
AOC4P,17q21.31,HOMDEL,816,0.4%
CCDC103,17q21.31,HOMDEL,816,0.6%
PRPF38B,1p13.3,HOMDEL,816,0.2%
TMEM167B,1p13.3,HOMDEL,816,0.2%
NLRP9,19q13.42,AMP,816,2.8%
ARG2,14q24.1,HOMDEL,816,0.2%
TTC9,14q24.2,HOMDEL,816,0.4%
ZNF419,19q13.43,AMP,816,2.2%
TMEM132B,12q24.31,HOMDEL,816,0.4%
RNPC3,1p21.1,HOMDEL,816,0.2%
HTR1E,6q14.3,HOMDEL,816,0.2%
EP400,12q24.33,HOMDEL,816,0.7%
GJB7,6q14.3-q15,HOMDEL,816,0.4%
DENR,12q24.31,HOMDEL,816,0.1%
RNA5SP38,13q33.2,AMP,816,2.2%
LINC00944,12q24.32,HOMDEL,816,0.4%
ZNF784,19q13.42,AMP,816,2.8%
CYB561D2,3p21.31,HOMDEL,816,0.7%
ZNF524,19q13.42,AMP,816,2.8%
RNA5SP39,13q33.3,AMP,816,2.5%
IPO5,13q32.2,AMP,816,2.9%
GPRC5D,12p13.1,HOMDEL,816,0.6%
ZNF891,12q24.33,HOMDEL,816,0.5%
ERC1,12p13.33,AMP,816,4.2%
TEX30,13q33.1,AMP,816,2.2%
C9ORF78,9q34.11,HOMDEL,816,0.4%
RNF123,3p21.31,HOMDEL,816,0.5%
BUD13,11q23.3,HOMDEL,816,1.2%
SLC22A11,11q13.1,HOMDEL,816,0.1%
TMEM184A,7p22.3,HOMDEL,816,0.4%
SPDYC,11q13.1,HOMDEL,816,0.2%
EIF5AL1,10q22.3,AMP,816,2.7%
ZSCAN5B,19q13.43,AMP,816,2.6%
ZNF658,9q21.11,HOMDEL,816,1.0%
GMDS,6p25.3,HOMDEL,816,1.5%
RFPL4A,19q13.42,AMP,816,2.8%
SLC15A4,12q24.33,HOMDEL,816,0.5%
NOC4L,12q24.33,HOMDEL,816,0.6%
TCP11L1,11p13,AMP,816,3.2%
ILVBL,19p13.12,AMP,816,2.7%
RNF166,16q24.2-q24.3,HOMDEL,816,2.0%
ENTREP2,15q13.1,HOMDEL,816,2.3%
TOR1B,9q34.11,HOMDEL,816,0.4%
DRD2,11q23.2,HOMDEL,816,1.5%
RASGRP2,11q13.1,HOMDEL,816,0.2%
ELAPOR1,1p13.3,HOMDEL,816,0.2%
SRSF9,12q24.31,HOMDEL,816,0.1%
ATP5PB,1p13.2,HOMDEL,816,0.2%
C11ORF71,11q23.2,HOMDEL,816,1.5%
MAFK,7p22.3,HOMDEL,816,0.4%
CFAP251,12q24.31,HOMDEL,816,0.2%
USP19,3p21.31,HOMDEL,816,0.5%
PLA2G1B,12q24.31,HOMDEL,816,0.2%
ZFP42,4q35.2,HOMDEL,816,2.1%
ZMYND10,3p21.31,HOMDEL,816,0.7%
LRRC26,9q34.3,HOMDEL,816,0.4%
PIWIL1,12q24.33,HOMDEL,816,0.4%
CDKN2AIP,4q35.1,HOMDEL,816,1.7%
PIGH,14q24.1,HOMDEL,816,0.1%
BRSK1,19q13.42,AMP,816,2.8%
CNTNAP3,9p12,HOMDEL,816,1.0%
TMEM51-AS2,1p36.21,HOMDEL,816,0.7%
OR2T1,1q44,AMP,816,14.1%
RHOA,3p21.31,HOMDEL,816,0.5%
TOR4A,9q34.3,HOMDEL,816,0.4%
DDX20,1p13.2,HOMDEL,816,0.2%
SLC2A6,9q34.2,HOMDEL,816,0.4%
MLEC,12q24.31,HOMDEL,816,0.1%
CFL1,11q13.1,HOMDEL,816,0.2%
SDK1,7p22.2,HOMDEL,816,0.4%
ZNF587B,19q13.43,AMP,816,2.6%
ISOC2,19q13.42,AMP,816,2.7%
ZNF17,19q13.43,AMP,816,2.0%
MRM2,7p22.3,HOMDEL,816,0.6%
STIP1,11q13.1,HOMDEL,816,0.1%
SLC12A7,5p15.33,AMP,816,2.7%
CLNS1A,11q14.1,AMP,816,8.0%
LOH12CR2,12p13.2,HOMDEL,816,0.5%
COQ6,14q24.3,HOMDEL,816,0.2%
TENT5A,6q14.1,HOMDEL,816,0.2%
GOLGA8F,15q13.1,HOMDEL,816,2.3%
FUT9,6q16.1,HOMDEL,816,0.4%
NCKIPSD,3p21.31,HOMDEL,816,0.5%
COX16,14q24.2,HOMDEL,816,0.4%
RNA5SP251,8p23.2,HOMDEL,816,6.5%
AJM1,9q34.3,HOMDEL,816,0.4%
LRRC37A,17q21.31,HOMDEL,816,0.5%
MBL1P,10q22.3,AMP,816,2.7%
DPH5,1p21.2,HOMDEL,816,0.2%
RAN,12q24.33,HOMDEL,816,0.4%
TAGLN,11q23.3,HOMDEL,816,1.2%
ANGEL1,14q24.3,HOMDEL,816,0.1%
CSTF3,11p13,AMP,816,3.1%
PLPPR5,1p21.3,HOMDEL,816,0.1%
PEG3,19q13.43,AMP,816,2.2%
GRTP1,13q34,AMP,816,2.7%
SRXN1,20p13,HOMDEL,816,0.9%
KCNA10,1p13.3,HOMDEL,816,0.2%
CNTD1,17q21.2-q21.31,HOMDEL,816,0.4%
HP1BP3,1p36.12,HOMDEL,816,0.5%
NINJ2,12p13.33,AMP,816,4.2%
ZC3H4,19q13.32,HOMDEL,816,0.1%
ACADS,12q24.31,HOMDEL,816,0.1%
KLHL32,6q16.1,HOMDEL,816,0.2%
RNA5SP210,6q14.1,HOMDEL,816,0.2%
HERC2P9,15q13.1,HOMDEL,816,2.3%
TSC1,9q34.13,HOMDEL,816,0.2%
ADGRD1,12q24.33,HOMDEL,816,0.4%
LINC00676,13q34,AMP,816,2.8%
SEC16A,9q34.3,HOMDEL,816,0.5%
ACOT2,14q24.3,HOMDEL,816,0.4%
FBXL14,12p13.33,AMP,816,3.8%
MAP3K1,5q11.2,HOMDEL,816,1.5%
NKD2,5p15.33,AMP,816,2.7%
TMEM120B,12q24.31,HOMDEL,816,0.2%
RAD51B,14q24.1,HOMDEL,816,0.7%
RALGDS,9q34.13-q34.2,HOMDEL,816,0.2%
RHOC,1p13.2,HOMDEL,816,0.4%
KLHDC7A,1p36.13,HOMDEL,816,0.7%
LINC01600,6p25.2,HOMDEL,816,1.1%
MCOLN2,1p22.3,HOMDEL,816,0.1%
CEP128,14q31.1,HOMDEL,816,0.2%
SDHA,5p15.33,AMP,816,2.7%
ING1,13q34,AMP,816,2.5%
APOA5,11q23.3,HOMDEL,816,1.2%
CRELD2,22q13.33,HOMDEL,816,0.9%
ZNF444,19q13.43,AMP,816,2.6%
OR14I1,1q44,AMP,816,14.1%
DCAF5,14q24.1,HOMDEL,816,0.4%
OR2T5,1q44,AMP,816,14.1%
C3ORF62,3p21.31,HOMDEL,816,0.5%
VIPAS39,14q24.3,HOMDEL,816,0.1%
FHAD1,1p36.21,HOMDEL,816,0.7%
OR2T2,1q44,AMP,816,14.1%
APOLD1,12p13.1,HOMDEL,816,0.7%
LINC00900,11q23.3,HOMDEL,816,1.2%
